"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"YORBA LINDA WATER DISTRICT","52521/2 HIGHLAND","33.8838","-117.822","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","13.69","2008"
"Tulelake Muni","Unknown","41.8874","-121.359","48811","Airport Operations","Carbon Monoxide","Airport","32.530944","2008"
"Cedarville","Unknown","41.5527","-120.166","48811","Airport Operations","Carbon Monoxide","Airport","11.936263","2008"
"Alturas Muni","Unknown","41.4830","-120.565","48811","Airport Operations","Carbon Monoxide","Airport","81.46437","2008"
"Turlock Muni","Unknown","37.4874","-120.697","48811","Airport Operations","Carbon Monoxide","Airport","27.12366","2008"
"Castle","Unknown","37.3805","-120.568","48811","Airport Operations","Nitrogen Oxides","Airport","5.187463785","2008"
"Castle","Unknown","37.3805","-120.568","48811","Airport Operations","PM10","Airport","8.115153055","2008"
"Castle","Unknown","37.3805","-120.568","48811","Airport Operations","Volatile Organic Compounds","Airport","9.3798122528","2008"
"Castle","Unknown","37.3805","-120.568","48811","Airport Operations","Carbon Monoxide","Airport","385.61049922","2008"
"Merced Municipal/Macrea","Unknown","37.2847","-120.514","48811","Airport Operations","PM10","Airport","5.5173189022","2008"
"Merced Municipal/Macrea","Unknown","37.2847","-120.514","48811","Airport Operations","Volatile Organic Compounds","Airport","13.63811943","2008"
"Merced Municipal/Macrea","Unknown","37.2847","-120.514","48811","Airport Operations","Nitrogen Oxides","Airport","20.69065174","2008"
"Merced Municipal/Macrea","Unknown","37.2847","-120.514","48811","Airport Operations","Carbon Monoxide","Airport","229.9174825","2008"
"Los Banos Muni","Unknown","37.0629","-120.869","48811","Airport Operations","Carbon Monoxide","Airport","45.3753","2008"
"SEKISUI TA INDUSTRIES, LLC","100 S PUENTE ST","33.9174","-117.917","322222","Coated and Laminated Paper Manufacturing","Volatile Organic Compounds","Miscellaneous","11.06850236","2008"
"SEKISUI TA INDUSTRIES, LLC","100 S PUENTE ST","33.9174","-117.917","322222","Coated and Laminated Paper Manufacturing","Ammonia","Miscellaneous","13.32521","2008"
"BREITBURN ENERGY CO, LLC","1450 BASTANCHURY RD","33.8995","-117.904","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","5.2721901424","2008"
"BREITBURN ENERGY CO, LLC","1450 BASTANCHURY RD","33.8995","-117.904","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Miscellaneous","7.4","2008"
"Gustine","Unknown","37.2627","-120.963","48811","Airport Operations","Carbon Monoxide","Airport","20.86435","2008"
"RTI ELECTRONICS, INC.","1800 VIA BURTON ST","33.8564","-117.895","236117","New Housing Operative Builders","Volatile Organic Compounds","Miscellaneous","5.260251002","2008"
"CR TRANSFER INC","VARIOUS LOCATIONS IN SCAQMD","33.8010","-117.995","562212","Solid Waste Landfill","Nitrogen Oxides","Miscellaneous","12.52","2008"
"PSB","26012 ATLANTIC OCEAN DR","33.6663","-117.678","323110","Commercial Lithographic Printing","Nitrogen Oxides","Miscellaneous","7.97","2008"
"DYNAMIC DETAILS INC","1220 SIMON CIRCLE","33.8542","-117.863","334412","Bare Printed Circuit Board Manufacturing","Volatile Organic Compounds","Miscellaneous","6.6538233","2008"
"SCOTT BROS. DAIRY FARMS","18051 GILMAN SPRINGS RD","33.8900","-117.071","112120","Dairy Cattle and Milk Production","Volatile Organic Compounds","Miscellaneous","9.77358428","2008"
"SCOTT BROS. DAIRY FARMS","18051 GILMAN SPRINGS RD","33.8900","-117.071","112120","Dairy Cattle and Milk Production","Ammonia","Miscellaneous","37.03951","2008"
"WORLD COLOR PRINTING","6688 BOX SPRINGS BLVD","33.9294","-117.292","323110","Commercial Lithographic Printing","Volatile Organic Compounds","Miscellaneous","16.22","2008"
"J TALLEY CORP, TALLEY & OCHOA METAL FAB.","989 W SEVENTH ST","33.7803","-116.978","332312","Fabricated Structural Metal Manufacturing","Volatile Organic Compounds","Miscellaneous","17.47","2008"
"VICTOR PACKING INC","11687 ROAD 27 1/2","36.9201","-120.046","115114","Postharvest Crop Activities (except Cotton Ginning)","Carbon Monoxide","Miscellaneous","7.6095","2008"
"VICTOR PACKING INC","11687 ROAD 27 1/2","36.9201","-120.046","115114","Postharvest Crop Activities (except Cotton Ginning)","Sulfur Dioxide","Miscellaneous","14.094618","2008"
"General Wm J Fox Airfie","Unknown","34.7410","-118.219","48811","Airport Operations","Carbon Monoxide","Airport","173.504294750685","2008"
"Palmdale Prodn Flt/Test","Unknown","34.6328","-118.113","48811","Airport Operations","Volatile Organic Compounds","Airport","7.0034205218","2008"
"Palmdale Prodn Flt/Test","Unknown","34.6328","-118.113","48811","Airport Operations","Carbon Monoxide","Airport","155.85893199","2008"
"WESTERN FILTER CORP.","26235 TECHNOLOGY DR","34.4398","-118.596","333999","All Other Miscellaneous General Purpose Machinery Manufacturing","Volatile Organic Compounds","Miscellaneous","9.07476","2008"
"PLAINS WEST COAST TERMINALS LLC","2685 PIER S LN","33.7628","-118.226","486910","Pipeline Transportation of Refined Petroleum Products","Volatile Organic Compounds","Miscellaneous","8.19","2008"
"NORTHROP GRUMMAN SYSTEMS","33011700 AVIATION & ROSECRANS","33.9007","-118.380","336411","Aircraft Manufacturing","Nitrogen Oxides","Miscellaneous","6.51377275","2008"
"NORTHROP GRUMMAN SYSTEMS","33011700 AVIATION & ROSECRANS","33.9007","-118.380","336411","Aircraft Manufacturing","Carbon Monoxide","Miscellaneous","7.734471","2008"
"NORTHROP GRUMMAN SYSTEMS","33011700 AVIATION & ROSECRANS","33.9007","-118.380","336411","Aircraft Manufacturing","Volatile Organic Compounds","Miscellaneous","8.013802435","2008"
"MASK-OFF COMPANY, INC","328 W CHESTNUT AVE","34.1430","-118.006","322222","Coated and Laminated Paper Manufacturing","Volatile Organic Compounds","Miscellaneous","12.676433","2008"
"BP WEST COAST PROD/ARCO VINVALE TERMINAL","8601 S GARFIELD AVE","33.9500","-118.161","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","7.237469334","2008"
"TOYOTA MOTOR SALES,U.S.A. INC","19001 S WESTERN AVE","33.8581","-118.310","423110","Automobile and Other Motor Vehicle Merchant Wholesalers","PM2.5 Primary (Filt + Cond","Miscellaneous","18.4519244206","2008"
"TOYOTA MOTOR SALES,U.S.A. INC","19001 S WESTERN AVE","33.8581","-118.310","423110","Automobile and Other Motor Vehicle Merchant Wholesalers","PM10","Miscellaneous","30.5404346812","2008"
"Agua Dulce Airpark","Unknown","34.5042","-118.313","48811","Airport Operations","Carbon Monoxide","Airport","7.19932","2008"
"AIR PROD & CHEM INC","23300 S ALAMEDA ST","33.8054","-118.237","325120","Industrial Gas Manufacturing","Carbon Monoxide","Miscellaneous","11.29","2008"
"AIR PROD & CHEM INC","23300 S ALAMEDA ST","33.8054","-118.237","325120","Industrial Gas Manufacturing","Nitrogen Oxides","Miscellaneous","13.58","2008"
"AIR PROD & CHEM INC","23300 S ALAMEDA ST","33.8054","-118.237","325120","Industrial Gas Manufacturing","Volatile Organic Compounds","Miscellaneous","20.2368985","2008"
"Madera Muni","Unknown","36.9857","-120.112","48811","Airport Operations","Carbon Monoxide","Airport","132.245367378685","2008"
"SARA LEE FRESH, INC","5200 S ALAMEDA ST","33.9952","-118.239","311812","Commercial Bakeries","Volatile Organic Compounds","Miscellaneous","6.4450673","2008"
"Chowchilla","Unknown","37.1124","-120.247","48811","Airport Operations","Carbon Monoxide","Airport","19.02357","2008"
"ST. JAMES OIL CORP.","1325 S BROADWAY","34.0368","-118.263","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","19.536059163186","2008"
"CEMEX CONSTRUCTION MATERIALS L P","12325 ROAD 29","36.9655","-120.019","327320","Ready-Mix Concrete Manufacturing","PM10","Miscellaneous","6.54966401","2008"
"THUMS LONG BEACH CO","1411 PIER D ST","33.7682","-118.215","812320","Drycleaning and Laundry Services (except Coin-Operated)","Ammonia","Electricity Generation via Combustion","12.14","2008"
"THUMS LONG BEACH CO","1411 PIER D ST","33.7682","-118.215","812320","Drycleaning and Laundry Services (except Coin-Operated)","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","12.7174","2008"
"THUMS LONG BEACH CO","1411 PIER D ST","33.7682","-118.215","812320","Drycleaning and Laundry Services (except Coin-Operated)","PM10","Electricity Generation via Combustion","12.7431","2008"
"THUMS LONG BEACH CO","1411 PIER D ST","33.7682","-118.215","812320","Drycleaning and Laundry Services (except Coin-Operated)","Carbon Monoxide","Electricity Generation via Combustion","26.17","2008"
"THUMS LONG BEACH CO","1411 PIER D ST","33.7682","-118.215","812320","Drycleaning and Laundry Services (except Coin-Operated)","Nitrogen Oxides","Electricity Generation via Combustion","30.26","2008"
"INEOS  POLYPROPYLENE LLC","2384 E 223RD ST","33.8242","-118.236","325211","Plastics Material and Resin Manufacturing","Volatile Organic Compounds","Miscellaneous","12.2776679","2008"
"PALMDALE WATER DISTRICT-WELL 11A","39511 15TH STREET EAST","34.6015","-118.103","221310","Water Supply and Irrigation Systems","Nitrogen Oxides","Miscellaneous","12.0057","2008"
"PALMDALE WATER DISTRICT-WELL 15","1003 EAST AVENUE P","34.6032","-118.111","221310","Water Supply and Irrigation Systems","Nitrogen Oxides","Miscellaneous","11.6456","2008"
"PALMDALE WATER DISTRICT-WELL 15","1003 EAST AVENUE P","34.6032","-118.111","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","19.6025","2008"
"PRAXAIR, INC.","2006 E 223 ST","33.8242","-118.242","325120","Industrial Gas Manufacturing","Carbon Monoxide","Miscellaneous","7","2008"
"A'S MATCH DYEING & FINISHING","2522 E 37TH ST","34.0088","-118.226","313312","Textile and Fabric Finishing (except Broadwoven Fabric) Mills","Carbon Monoxide","Miscellaneous","5.23","2008"
"A'S MATCH DYEING & FINISHING","2522 E 37TH ST","34.0088","-118.226","313312","Textile and Fabric Finishing (except Broadwoven Fabric) Mills","Nitrogen Oxides","Miscellaneous","5.37","2008"
"PACIFIC PIPELINE SYSTEM LLC","5900 CHERRY AVE","33.8621","-118.169","486910","Pipeline Transportation of Refined Petroleum Products","Volatile Organic Compounds","Miscellaneous","8.35","2008"
"DELTA SCIENTIFIC","40355 DELTA LANE","34.6971","-118.092","334290","Other Communications Equipment Manufacturing","PM10","Miscellaneous","5.66328","2008"
"SHEA TRAYLOR-LITTLEROCK","6205 EAST AVE T","34.5435","-118.017","327332","Concrete Pipe Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","5.835487","2008"
"SHEA TRAYLOR-LITTLEROCK","6205 EAST AVE T","34.5435","-118.017","327332","Concrete Pipe Manufacturing","PM10","Miscellaneous","6.667776","2008"
"SHEA TRAYLOR-LITTLEROCK","6205 EAST AVE T","34.5435","-118.017","327332","Concrete Pipe Manufacturing","Nitrogen Oxides","Miscellaneous","7.99048","2008"
"ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY","1200 WEST CITY RANCH ROAD","34.5767","-118.188","924110","Administration of Air and Water Resource and Solid Waste Management Programs","PM2.5 Primary (Filt + Cond","Miscellaneous","8.6234322","2008"
"ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY","1200 WEST CITY RANCH ROAD","34.5767","-118.188","924110","Administration of Air and Water Resource and Solid Waste Management Programs","Carbon Monoxide","Miscellaneous","19.054282","2008"
"ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY","1200 WEST CITY RANCH ROAD","34.5767","-118.188","924110","Administration of Air and Water Resource and Solid Waste Management Programs","Sulfur Dioxide","Miscellaneous","28.8015859","2008"
"ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY","1200 WEST CITY RANCH ROAD","34.5767","-118.188","924110","Administration of Air and Water Resource and Solid Waste Management Programs","PM10","Miscellaneous","34.2991072","2008"
"ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY","1200 WEST CITY RANCH ROAD","34.5767","-118.188","924110","Administration of Air and Water Resource and Solid Waste Management Programs","Nitrogen Oxides","Miscellaneous","56.1158747","2008"
"RIALTO CONCRETE PRODUCTS, INC.","7186 E. AVE T","34.6091","-117.818","327332","Concrete Pipe Manufacturing","Nitrogen Oxides","Miscellaneous","7.72072","2008"
"ANTELOPE VALLEY PRESS","37404 SIERRA HWY","34.5622","-118.114","511110","Newspaper Publishers","Volatile Organic Compounds","Miscellaneous","6.97298","2008"
"ANTELOPE VALLEY PRESS","37404 SIERRA HWY","34.5622","-118.114","511110","Newspaper Publishers","PM2.5 Primary (Filt + Cond","Miscellaneous","65.6289","2008"
"ANTELOPE VALLEY PRESS","37404 SIERRA HWY","34.5622","-118.114","511110","Newspaper Publishers","PM10","Miscellaneous","68.1122","2008"
"NELSON NAMEPLATE COMPANY","2800 CASITAS AVE","34.1103","-118.247","323113","Commercial Screen Printing","Volatile Organic Compounds","Miscellaneous","11.6335354489","2008"
"SERVICE ROCK PRODUCTS / PALMDALE","75990 75 STREET, EAST","34.5797","-117.996","327320","Ready-Mix Concrete Manufacturing","Volatile Organic Compounds","Miscellaneous","14.8695935","2008"
"SERVICE ROCK PRODUCTS / PALMDALE","75990 75 STREET, EAST","34.5797","-117.996","327320","Ready-Mix Concrete Manufacturing","Nitrogen Oxides","Miscellaneous","16.736","2008"
"SERVICE ROCK PRODUCTS / PALMDALE","75990 75 STREET, EAST","34.5797","-117.996","327320","Ready-Mix Concrete Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","486.051038","2008"
"SERVICE ROCK PRODUCTS / PALMDALE","75990 75 STREET, EAST","34.5797","-117.996","327320","Ready-Mix Concrete Manufacturing","PM10","Miscellaneous","3120.248136","2008"
"REXHALL INDUSTRIES, INC.","46147 7TH. STREET WEST","34.7199","-118.143","446110","Pharmacies and Drug Stores","Volatile Organic Compounds","Miscellaneous","7.436532","2008"
"HOLLIDAY ROCK COMPANY","7749 EAST AVENUE T","34.6091","-117.818","327320","Ready-Mix Concrete Manufacturing","Carbon Monoxide","Miscellaneous","11.184215","2008"
"HOLLIDAY ROCK COMPANY","7749 EAST AVENUE T","34.6091","-117.818","327320","Ready-Mix Concrete Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","13.103605","2008"
"HOLLIDAY ROCK COMPANY","7749 EAST AVENUE T","34.6091","-117.818","327320","Ready-Mix Concrete Manufacturing","PM10","Miscellaneous","35.8724402","2008"
"HOLLIDAY ROCK COMPANY","7749 EAST AVENUE T","34.6091","-117.818","327320","Ready-Mix Concrete Manufacturing","Nitrogen Oxides","Miscellaneous","35.913","2008"
"INSTANT STORAGE","2301 EL TORO VIEJO RD","35.3835","-119.102","332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Volatile Organic Compounds","Miscellaneous","14.456","2008"
"JASMINE VINEYARDS","33319 POND ROAD","35.7170","-119.150","111332","Grape Vineyards","Carbon Monoxide","Miscellaneous","9.412","2008"
"EQUILON ENT LLC, SHELL OIL PROD. U S","2457 REDONDO AVE","33.8022","-118.152","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","Volatile Organic Compounds","Miscellaneous","15.30123608","2008"
"Susanville Muni","Unknown","40.3768","-120.573","48811","Airport Operations","Carbon Monoxide","Airport","27.238231","2008"
"GOLDEN EMPIRE TRANSIT DISTRICT","1830 GOLDEN STATE AVE","35.3870","-119.018","485111","Mixed Mode Transit Systems","Carbon Monoxide","Miscellaneous","6.249034824","2008"
"OBERTHUR CARD SYSTEMS","3150 E ANA ST","33.8619","-118.207","323119","Other Commercial Printing","Volatile Organic Compounds","Miscellaneous","7.419886","2008"
"ALL AMERICAN ASPHALT","13646 LIVE OAK LN","34.1137","-117.976","324121","Asphalt Paving Mixture and Block Manufacturing","PM10","Miscellaneous","6.99709624","2008"
"BFI WASTE SYS OF NA/AZUSA GAS SYS OPR","1201 -1209 W GLADSTONE ST","34.1144","-117.923","562212","Solid Waste Landfill","Nitrogen Oxides","Miscellaneous","8.24","2008"
"BFI WASTE SYS OF NA/AZUSA GAS SYS OPR","1201 -1209 W GLADSTONE ST","34.1144","-117.923","562212","Solid Waste Landfill","Carbon Monoxide","Miscellaneous","27.53628422","2008"
"CAITAC GARMENT PROCESSING INC","14725 S BROADWAY","33.8989","-118.280","812332","Industrial Launderers","Nitrogen Oxides","Miscellaneous","11.26","2008"
"CAITAC GARMENT PROCESSING INC","14725 S BROADWAY","33.8989","-118.280","812332","Industrial Launderers","Carbon Monoxide","Miscellaneous","16.07","2008"
"Lampson Field","Unknown","38.9902","-122.900","48811","Airport Operations","Volatile Organic Compounds","Airport","5.244659077745","2008"
"Lampson Field","Unknown","38.9902","-122.900","48811","Airport Operations","Carbon Monoxide","Airport","195.174264168685","2008"
"BOWMAN ASPHALT INC","NE CORNER & SE CORNER OF MERIDIAN AVE & CASE STREET","35.3911","-119.056","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Miscellaneous","6.3244276","2008"
